fitness_gain,fatigue_gain,fitness_decay,fatigue_decay
2.288091547453297,3.113001649830062,15.5,7.71
2.503580777985559,3.096310499387865,12.62,7.16
2.561090148678056,3.2178695806540922,16.61,9.32
2.325208494308744,3.041696846243561,13.76,7.53
2.4404591152545394,3.20250616337082,17.68,8.85
2.4048646112349115,3.195514213616316,15.85,7.52
2.425630714220154,3.0969563138504115,13.66,7.02
2.4216582420876205,3.17120088643012,14.53,7.98
2.4299279589605276,3.1973997380428174,14.55,7.23
2.4081329166543615,3.1461686816914227,14.63,7.57
2.440554104092615,3.0847257006662705,13.81,7.69
2.4630847372699822,3.2345710369089544,18.37,9.12
2.4703765362007903,3.321171267984717,16.92,8.46
2.5150807631012,3.201033782474152,15.4,8.61
2.3720027065381957,3.208239741606909,15.76,7.64
2.500165330829497,3.2249534124946284,16.35,8.66
2.3418603636166373,3.1152352820448073,15.48,8.19
2.465114678260368,3.2315670040423985,14.6,7.83
2.3913949363103977,3.1200974010499376,16.58,9.03
2.3052327273887316,3.213165490896744,16.43,7.97
2.4656318763902014,3.1987175940864394,15.08,8.08
2.3530800580223445,3.1102952420642795,15.69,8.68
2.3931418732811873,3.1828383655200123,15.73,7.96
2.487828634950644,3.152041041369311,16.33,9.34
2.33929851214061,3.258843527851556,15.21,7.25
2.4990629804098123,3.2570358625379283,15.71,8.46
2.3982481784206513,3.11034601044972,17.45,9.3
2.5447096021901943,3.3229338040573806,15.21,7.55
2.404745548380074,3.063691236134718,15.89,9.01
2.4285011231542195,3.1079321254250516,15.45,8.29
2.5201414697202815,3.310975764245888,15.36,8.28
2.3555045573263924,3.1791773415514966,15.56,8.38
2.2798496049834616,3.133411066119206,15.12,7.83
2.4600983511574133,3.1388039265559735,15.14,8.28
2.5153205864803483,3.3226843618917807,16.13,8.15
2.3830160808125194,3.101650745431537,18.18,10.36
2.5454575788170963,3.285597752766802,14.87,7.96
2.434995238206646,3.1907468955701495,15.37,7.83
2.438933751395072,3.145220281321343,15.19,8.1
2.4526688865702315,3.314862711076898,15.0,7.6
2.4240681163845887,3.2711144516376964,15.87,8.01
2.355760100392955,3.0803721428366457,16.72,8.64
2.5512837973317857,3.312992503768045,15.52,8.07
2.449489614234133,3.191562089846187,17.78,9.62
2.4737595322767105,3.255527586985784,16.88,8.75
2.569147198875753,3.2402883931472,16.68,9.31
2.462086463090257,3.207560142006648,17.82,10.68
2.506759282611183,3.3872679724889854,16.56,8.3
2.4649724826178354,3.25680786224599,14.54,7.06
2.338083091835858,3.1537662495758845,15.17,8.09
2.4972992141536294,3.2330971163330515,16.86,9.14
2.4418562624497313,3.1341134401865123,13.26,7.18
2.384214694509462,3.180439590526617,17.02,8.87
2.389500595785662,3.2039271612568894,15.88,8.18
2.3973400270631,3.2112191572773967,16.38,7.92
2.5768646759194977,3.3297622490494714,17.46,9.39
2.396015591891759,3.2053158040004677,16.61,8.09
2.4092445079533817,3.181342830240973,16.31,8.46
2.477238626514223,3.253625244147579,16.52,9.01
2.577468816491649,3.2671104287635324,13.89,7.36
2.432152323517628,3.249683123076883,17.12,8.94
2.314891500560067,3.2215732296715074,17.33,8.9
2.5030402728289793,3.379023451998054,16.45,8.18
2.589908626080659,3.3097678576417713,14.38,7.37
2.497034987658793,3.221374979431352,14.66,7.85
2.289684759063069,3.0881095059409467,17.77,9.29
2.4162261482803817,3.2096790162488675,17.66,9.01
2.3095702313623905,3.191163515552262,16.11,8.14
2.372994520655196,2.9525171493740494,15.42,8.67
2.4724985678576292,3.2534285641121032,16.79,9.04
2.3175359873866315,3.0740484251984737,17.63,9.13
2.480917472780421,3.2913163465840842,15.22,7.59
2.402850700157959,3.071847311803268,17.77,10.26
2.2453296786051054,3.0974894124780805,16.05,7.86
2.4118057706516587,3.1645739649082585,15.8,8.61
2.3610783555155326,3.182939651659431,16.37,8.1
2.397272468351094,3.2471068220924137,15.47,7.71
2.4087880863055844,3.170696311315991,15.35,8.31
2.5013985825282714,3.265145136332241,14.69,7.99
2.4374560381958035,3.2831011823633376,16.12,7.57
2.5343880433850727,3.1852747039410643,16.4,9.66
2.377954480815956,3.113070564829437,13.76,6.95
2.4966177530936644,3.163620217742243,16.36,9.24
2.4655443783075923,3.078850311385708,14.55,8.94
2.5107927416220046,3.284397255500588,17.02,9.03
2.340841635800519,3.1970590007729958,14.84,7.22
2.4857240144013533,3.296785952414352,16.12,8.03
2.370130472399764,3.054316904763864,16.95,9.07
2.3870788513244547,3.1763366976052163,14.87,7.44
2.499334586373462,3.226205744497073,16.31,9.41
2.4432972828439685,3.136979578654147,16.26,8.78
2.4370702216620987,3.1890905878001474,14.67,7.65
2.337708528416579,3.2583872787507477,17.06,8.34
2.462125856708213,3.2446403750394626,16.6,8.75
2.414761035634115,3.188377928551294,16.68,8.24
2.5153588937103804,3.297169574836734,16.52,8.81
2.3166621119132573,3.113147359231613,14.09,6.3
2.3339349720459923,3.1390235544437184,17.82,9.06
2.391514762935135,3.09895414270722,14.07,7.57
2.486479626961999,3.3690918885367824,15.94,8.08
2.371354387410783,3.1483974997438002,15.39,7.98
2.3938571203806402,3.0915984631491638,13.93,7.03
2.4520405309529,3.141987875454392,16.69,9.41
2.3188991496930256,3.048396738001904,16.99,8.46
2.5408667004173395,3.162254486724405,14.12,7.61
2.5071343051580355,3.205373834668362,13.87,7.72
2.446791354979433,3.170769780200867,15.88,8.29
2.437164246280451,3.248009839478887,15.67,7.52
2.52349611548772,3.157212460403156,15.2,8.7
2.5412665284192055,3.2531122461216335,16.8,8.87
2.427346791319673,3.1128190179964155,15.15,8.28
2.367552171395598,3.1331314127158167,15.26,7.98
2.422607672124102,3.1423629303040097,16.0,8.55
2.5389913194074896,3.237920161319278,15.5,7.92
2.504486512240083,3.4017397976688466,16.03,8.02
2.4624700525467547,3.299539472704784,14.84,7.44
2.3944908476438806,3.2839956946848714,16.82,8.13
2.224436197901637,3.14537557880433,15.25,7.12
2.4576064813158185,3.0899951357905078,14.15,7.77
2.451478804226428,3.205221083599785,15.96,8.71
2.3334900753513184,3.124963492115876,17.17,8.76
2.3731024922605024,3.105603639451412,15.05,8.09
2.2505805792266163,3.045566322762182,17.8,8.7
2.515755942199583,3.2226371478528137,15.08,7.82
2.403078915575087,3.1229521584588444,16.87,8.92
2.2865155962923724,3.1679335044016135,15.52,7.16
2.3821203709007275,3.158454252537192,16.66,8.47
2.531291278045948,3.2833821300359824,14.16,7.82
2.390698391302978,3.108427113996569,17.3,9.66
2.5285230817494098,3.2020212139621176,16.19,8.92
2.3973394668800942,3.2540965976987066,16.24,7.95
2.519368957934443,3.2493736500324912,14.43,7.01
2.5278020229108957,3.2306641681468693,16.22,8.49
2.438160437535293,3.209073526426035,14.47,7.72
2.527219437881644,3.3700580061062912,16.82,9.15
2.5071004413438054,3.209249159798786,14.21,7.43
2.471854253561274,3.279385493477145,15.46,8.13
2.51389301184694,3.244377971635854,13.85,7.23
2.3303057166861723,3.0464753305710435,16.06,7.6
2.4322567602627574,3.284915491861666,14.57,7.14
2.5091515872793724,3.1997563880934314,15.37,8.08
2.366987379447395,3.04299490576183,14.33,7.99
2.3784238049919106,3.1313659383623347,17.15,9.59
2.475603970927173,3.275815130715972,15.95,8.25
2.3305950122823558,3.10923852276654,16.87,8.33
2.2085775174550393,3.046540231287023,18.21,8.37
2.386287634569908,3.2265372552897764,16.13,8.1
2.503507611969766,3.3160923838293535,16.33,8.81
2.4053124123431395,3.109834070249361,14.84,7.99
2.3585746271801917,3.1918295454731265,17.3,8.59
2.451585309572727,3.3029932977905587,15.56,8.64
2.4317450387632724,3.2527644629285053,15.88,8.53
2.3946600553149597,3.1078696551015654,15.68,7.81
2.4712798141529446,3.1319146637369846,14.65,7.99
2.478898852122859,3.2643437748569477,15.8,9.2
2.4796928336853314,3.1928986020813706,14.83,8.3
2.471623769743234,3.1716322377481316,13.83,7.23
2.4233719594515977,3.1396785466586823,15.31,8.42
2.40099948423726,3.1010067803538988,15.14,8.36
2.443766313665714,3.2252987399980886,13.7,6.96
2.263981520453144,3.019223664685741,16.38,8.76
2.3819867662366527,3.1315180901863737,16.82,9.64
2.3061304481322598,3.122078597259504,15.91,7.71
2.3741169374394815,3.180414671243732,16.11,7.74
2.2828798951975786,3.232880915263334,18.82,9.53
2.3490368664634182,3.2822813887826654,16.62,8.06
2.501082461179169,3.19405220583065,15.48,8.0
2.4182602779855813,3.305226644604926,16.91,8.75
2.6286052652412177,3.3259312731321398,14.88,8.12
2.407567173063884,3.173671104152581,16.05,8.86
2.2752998614656503,3.026694383891641,14.58,7.49
2.3596327880504173,3.2487846097331685,16.38,8.07
2.6297851928482117,3.314246938336052,14.66,7.65
2.4419825547503593,3.2683351995434458,16.39,8.44
2.448145116087176,3.208715079028082,15.72,7.96
2.448363654291176,3.1329136462235425,16.58,9.05
2.3523394678957046,3.0816247815298796,16.17,8.69
2.4097646275541917,3.152301404986563,15.03,7.87
2.496868974881268,3.1916881567397484,12.95,6.75
2.4826558390134075,3.1724343774951422,16.59,8.89
2.347725048772287,3.085154940039808,16.8,8.44
2.453221242226003,3.047738541373631,14.9,7.98
2.3165619667186412,3.116373304924236,16.16,8.18
2.408784499134554,3.2765800082007503,14.74,7.38
2.470651897436735,3.3641726006945483,16.15,7.68
2.394610824863062,3.1433977206312074,15.26,8.01
2.4367365731403683,3.2062829719469654,16.68,8.97
2.4428574029940244,3.189402013644929,15.39,8.59
2.422214731791609,3.1308972259132326,14.59,7.9
2.4048336509364323,3.261908003599802,16.96,8.48
2.4646557195349272,3.275486812730664,17.31,9.17
2.6122666070465863,3.418025486837769,14.47,7.68
2.3597299347131124,3.2053339816029602,16.03,7.71
2.4174324248637564,3.0750412612928977,15.31,8.31
2.4628484434128035,3.220319221647097,14.68,7.63
2.5046751128781692,3.2482131682714077,13.82,7.12
2.5112319733607094,3.277375137469251,16.32,8.84
2.5065519517140187,3.2217493205692698,15.14,8.28
2.368318395123525,2.9969372850703486,16.03,9.01
2.5571404733377814,3.319530973116767,15.35,8.13
2.3012572279273957,3.0962408825038845,15.55,7.78
2.361918877434244,3.048174416383591,15.64,8.62
2.4264014847802033,3.2439827181262144,16.88,9.51
2.492787661815014,3.2405608340800462,15.99,8.37
2.464600061249099,3.2287665708024345,15.05,8.14
2.5590024032498464,3.3443409090061142,15.51,8.42
2.42120314014358,3.145668064186612,17.73,9.89
2.4160870713787217,3.1917471454161053,16.37,8.71
2.5549417383779947,3.195484337611138,16.34,8.99
2.3326573618965427,3.2105886019319843,16.05,7.47
2.3785775637754485,3.2479787268691136,15.11,7.41
2.3620070027419926,3.0992174010339686,15.73,7.99
2.3714430917980787,3.1079171329865094,15.47,8.0
2.3842906400930097,3.15579051891768,15.57,7.69
2.3423109592660887,3.13933279368598,15.92,8.41
2.334638949461259,3.1149406603353986,15.5,7.91
2.402939338637623,3.1525756895891193,16.07,8.35
2.4141189675681836,3.1197994233560156,15.65,8.23
2.4010944925439177,3.3037511468745935,16.64,7.95
2.4199680292156973,3.1794388140979337,15.34,8.1
2.463997684795619,3.291626128646385,14.82,7.8
2.470043694053123,3.257238641143494,17.29,9.09
2.3477823127173063,3.190887225347758,16.05,8.08
2.4724453782006206,3.2422957235062544,15.77,8.36
2.4663335598644527,3.2568970585658534,13.8,6.97
2.4488471585711253,3.192936202430267,14.44,7.37
2.4071212794215207,3.2389876029348175,16.02,8.38
2.3310021577191993,3.1529114042203488,16.01,7.77
2.429225027858825,3.1765365540161095,15.38,8.19
2.5111545344436657,3.2137017188434096,14.5,7.52
2.4430474678481815,3.2748438219644145,17.34,9.1
2.3574707219849085,3.246486755289147,15.88,7.38
2.4379930015467064,3.218299676916477,15.67,8.36
2.3389514861307843,3.149158270257169,15.41,7.88
2.3948824216006,3.1399706040705264,15.83,8.31
2.502069931185221,3.234534293301239,15.63,8.48
2.3748421403099935,3.2124748097417104,14.68,7.05
2.445774456534462,3.256101884916102,15.9,7.69
2.5126288960429553,3.202150999996574,14.83,8.91
2.454437415604511,3.2969839911091707,15.82,7.67
2.545051342300261,3.2899918986771217,17.19,9.35
2.4288882090289508,3.2021706065525577,15.57,8.01
2.413414315380226,3.207330239009825,17.2,9.1
2.3406446891107824,3.072124755281784,16.27,8.44
2.5135808913447106,3.256961572944944,14.07,7.64
2.4247421494500574,3.24069109108562,16.21,8.38
2.583201043877328,3.3310444411696642,15.37,8.23
2.420579385602769,3.1711228986450437,14.07,6.84
2.593391681249021,3.37558701493276,15.0,7.52
2.456328700176249,3.241360013983215,14.5,7.44
2.4531952233438736,3.1926454270381304,15.2,8.13
2.407621032588375,3.079194630643924,15.37,8.76
2.4284112786439995,3.2275610394846592,15.65,8.7
2.285773473421636,2.9930373260721153,15.87,8.35
2.3528203023494667,3.0416543841519883,17.95,9.38
2.436303027662003,3.086441307429368,13.65,7.08
2.4468214422538472,3.188232253591672,13.22,7.23
2.540771542781002,3.2504805138053765,14.77,8.67
2.470823567972323,3.190220666328681,15.64,8.42
2.3878171928602328,3.193720812155513,16.44,8.41
2.3752858149092457,3.1450746164600276,16.03,8.92
2.408280480284527,3.2084856263385206,16.61,8.26
2.464629761599405,3.253236861638771,17.38,8.98
2.426469843825944,3.1878074477762315,15.11,7.72
2.3777004318861192,3.0701676171114256,15.67,8.45
2.3749718862103255,3.0774342460927535,16.69,8.83
2.4784063649095676,3.3011874635603498,15.07,7.66
2.488467336606558,3.1059658441584297,13.55,7.31
2.4093118149498247,3.1158528339380176,14.6,7.32
2.560098347838689,3.2485477190954226,15.27,8.77
2.373344092385577,3.1341611177344038,15.77,8.27
2.4716867164603844,3.24565605750463,14.97,7.74
2.4453122587144938,3.065825216553325,16.57,8.9
2.361305158797845,3.1858394684502906,14.84,7.35
2.4701485987186294,3.2033862733657217,14.39,7.82
2.526523011524281,3.3451797442968507,15.79,8.2
2.5995102356799564,3.299212253496191,14.85,8.26
2.5924273120780894,3.2480694904843914,14.81,8.59
2.3249865808444015,3.07703102337991,15.97,8.4
2.3654466287912834,3.135573192710716,17.74,9.81
2.428484873994971,3.237339680485427,16.2,8.27
2.561201592650296,3.2650297020144534,14.35,7.74
2.4448892874187895,3.1912180714762046,15.39,8.41
2.3848117783338556,3.1531313839523474,16.42,8.8
2.458368680510309,3.302724094109334,15.11,7.66
2.4927146975459022,3.200310358664227,14.63,7.47
2.472519980592578,3.3516252838487333,16.55,8.79
2.3723047731788394,3.1851303291258426,17.03,8.52
2.413027117841486,3.2511453761647626,15.75,8.25
2.313196278889745,3.1080470568411807,14.69,7.54
2.347053965269582,3.0662871168462065,16.26,9.2
2.5245673686061276,3.2148464115031556,15.54,8.59
2.54598717398723,3.321733856137978,16.66,8.57
2.5325579463016727,3.227101924884565,15.29,8.58
2.3525585565665956,2.9973504899496572,14.94,8.37
2.452147307957138,3.196564545306745,13.56,7.29
2.344277270258062,3.103062677166646,17.53,9.74
2.5189162364352553,3.320649469517757,14.19,7.38
2.4505913122282847,3.3452038399382142,16.4,8.45
2.473654644198112,3.1367198183712537,15.06,8.48
2.4635978334208555,3.217742557803337,14.04,6.99
2.5208694358198254,3.2696627755645777,16.52,8.71
2.4767381329669815,3.3387249797246388,17.57,9.13
2.466989316425997,3.2432432149582753,14.76,7.42
2.4819358056097935,3.21620670272872,14.71,8.04
2.4399490803159902,3.286762788644639,16.28,8.81
2.3366598674603054,3.162436371832367,15.23,7.64
2.414639167114527,3.0287658281906857,14.99,8.13
2.3829621999994712,3.1601276547866464,15.54,8.07
2.3867699822090174,3.1433521894305745,14.76,7.72
2.3305330760170886,3.1076728437032997,15.29,8.25
2.5448222166051293,3.218294133720474,14.71,7.55
2.3650773991046616,3.1864285999171766,17.06,8.58
2.5422908519967398,3.3091006310083286,12.63,6.29
2.492155428912034,3.167177478185796,17.02,9.41
2.508960896879224,3.3048801054712276,14.64,7.23
2.5474991821403963,3.17420301785641,15.22,8.48
2.5176059066908527,3.1907756781256,18.28,9.91
2.496600288592414,3.239087229302621,15.09,7.78
2.386213560315925,3.0467719979649854,13.01,6.57
2.2988245874023203,3.0740598082303694,16.82,8.6
2.4510671916896585,3.2333901338840025,16.39,8.37
2.4219178158012435,3.2190738766708518,15.08,7.8
2.4702689587120523,3.2536616437539596,16.91,8.83
2.4746080262943355,3.2638499117661324,14.91,7.38
2.526166499226727,3.328639048582994,15.67,8.19
2.4294837332048846,3.2634756650651333,14.76,7.76
2.4560069640250406,3.2239407576633297,15.34,7.43
2.444966437298969,3.170568778956359,15.85,8.57
2.3670991337857217,3.0979232427955674,15.96,8.51
2.2224773483044475,2.9085875730306894,16.31,9.14
2.406079842953148,3.2124938310065265,14.43,7.43
2.351545133966552,3.0925881883607245,16.1,7.96
2.3881990260248886,3.196887226746167,15.49,7.6
2.532018059158628,3.358558519646948,17.49,9.15
2.4350911430503714,3.165076531221776,14.54,7.28
2.3921025266429767,3.2629412716206434,18.21,8.86
2.369120894530953,3.180720422107523,14.05,7.42
2.465188437451599,3.2202040804478465,17.21,9.26
2.444474922644027,3.2644467865615976,17.93,9.19
2.3731933736211466,3.1954203153563627,13.63,7.34
2.493724669050809,3.19725466906387,14.44,8.03
2.3812171883748543,3.1595406292456336,16.27,8.57
2.5171557533560183,3.17675816784514,14.35,8.06
2.4375092713609607,3.2091938243325746,15.29,8.36
2.423416781964672,3.1202562992942053,14.58,7.7
2.3937674876473256,3.109187901157962,15.92,8.75
2.316957085604967,2.981379853903539,17.51,8.96
2.4291045879348645,3.1429649941351947,16.45,8.95
2.474797647698743,3.2819636916335537,15.53,7.64
2.4877720899239577,3.2331487469447215,16.44,8.92
2.4101677695252928,3.220424517911815,15.31,8.44
2.4641038906665558,3.2446588333444946,16.26,8.82
2.44830993836776,3.224797693626066,15.27,7.54
2.5552219841462978,3.244594507773044,14.96,7.99
2.3848139655786333,3.1289235029295246,15.38,8.3
2.410214640226569,3.2050651907308985,17.54,9.58
2.448392131569278,3.1994041684122942,15.56,8.83
2.428436800604663,3.2447695601317474,16.11,8.85
2.3124987614566055,3.1011204701227992,17.46,9.15
2.441001740843515,3.218676970409915,15.84,8.31
2.510100021166408,3.317231532797409,16.97,9.37
2.508527621368637,3.2535734215852137,14.91,7.8
2.40486918735876,3.130422036708274,16.08,8.14
2.518055843257136,3.256097312650301,14.31,7.4
2.2790390209494897,2.9884726906723755,16.39,8.72
2.452481476696564,3.3049826565448854,15.99,7.75
2.502610526577286,3.3003848386633092,15.75,7.73
2.4615620482908964,3.218538385417692,13.82,6.79
2.4481835283796207,3.1680091381823625,17.16,9.51
2.3671596926919003,3.1697417657141354,14.47,6.85
2.423250010748428,3.109184637803373,15.07,8.41
2.473869329619075,3.332804728259681,17.13,9.02
2.3545778826584876,3.1932111364812705,15.64,7.87
2.476046122152819,3.2462259783091905,13.99,7.22
2.4959410401152726,3.2867110679206353,15.58,8.2
2.4624243873073324,3.259054673160401,15.92,8.59
2.2945473257023514,3.1282688189392793,16.96,8.56
2.313618426827482,3.028044279136182,15.69,8.51
2.4422720260866355,3.1800797827143845,14.66,8.22
2.436732769615664,3.07433434877409,12.69,7.08
2.468700548287844,3.2852926300863827,15.42,8.12
2.4323063766600983,3.2435133096300546,15.31,8.28
2.3387615415007104,3.2082459885801318,17.58,8.74
2.3443728775655464,3.2142818624100107,16.28,8.39
2.430415596580401,3.08964496398948,16.05,8.91
2.442533745896722,3.286260638991662,14.84,7.75
2.4244389351471654,3.290642222363555,15.27,7.57
2.5194784620640753,3.247736317992856,14.55,8.09
2.46660574623825,3.1583054911189454,15.41,8.51
2.5046721310939852,3.1608344295999466,14.71,8.45
2.403393968241424,3.1651887160760412,14.15,7.3
2.4342869365989013,3.0658483446591522,15.84,9.16
2.3969268695383716,3.1091403344383934,15.58,9.16
2.631948329509085,3.43630316835053,15.36,7.58
2.4758644635540588,3.2956355633176337,15.67,8.17
2.5548553332338977,3.4095541632899575,15.96,8.05
2.307619929941904,3.054505434192477,15.48,7.67
2.5669913361048735,3.2960338247539505,16.37,8.99
2.3598687274342076,3.0850091355850737,15.9,8.15
2.463048873987093,3.3828043516573985,15.93,8.07
2.4504196244677856,3.1698256595980077,17.17,9.61
2.3517400328416933,3.0273388911967363,14.45,7.78
2.3899195167417453,3.0825383387788117,14.58,8.07
2.47861437809121,3.2828890295623356,15.11,7.51
2.226930502769535,3.1209122631966437,15.88,7.5
2.428646048600756,3.2253624825564042,14.55,7.58
2.2744601848350268,3.031335737199369,16.8,8.26
2.4641551067791956,3.2542057709165624,16.1,8.11
2.4240518488132397,3.2018961025940773,15.95,7.79
2.3368864898222226,3.1758356264302465,16.46,8.12
2.4339384893910387,3.1724502687058225,14.5,7.38
2.4327783637333,3.3183809223256766,16.24,8.18
2.4712845172065254,3.3345843553599956,15.61,7.65
2.304827747383409,3.0838845098170107,15.22,7.65
2.5503834523606694,3.3454354026240942,13.68,6.77
2.4794451809693694,3.3247972400299957,16.25,7.9
2.4866609896547573,3.3077698247930325,16.07,8.14
2.4561221215751328,3.1872590002832077,14.9,7.22
2.481660157935221,3.3136507650200833,16.53,8.58
2.3819035856313544,3.2230530978945184,17.43,9.12
2.4292889773597834,3.1555419150382784,15.27,8.41
2.4865987679557247,3.1757754687348445,16.66,9.54
2.4498917386387036,3.1869729737861063,16.04,8.99
2.507271393831411,3.150397889741965,13.04,7.38
2.3366857527716305,3.201941792224198,19.59,10.85
2.5316315034429944,3.3281880314435823,14.02,7.28
2.3268739118450013,3.2134857134529846,18.41,9.69
2.4020455469871074,3.2001012779306826,15.71,8.31
2.3823120366007156,3.1798482960971883,15.37,7.69
2.5578192134911077,3.2728024896733223,16.55,8.77
2.338458554343303,3.1651736154932366,14.81,7.39
2.3770059085097257,3.143649372019059,15.6,8.67
2.342898675277932,2.9972764136557193,16.65,9.12
2.4357846582012144,3.0803315209607804,15.3,8.91
2.512454353146343,3.145475365623049,14.97,7.88
2.4120665015102403,3.171492956945449,15.22,8.36
2.5059511142726,3.1996108479652827,15.18,7.65
2.4059222107682263,3.1826408278842018,15.43,8.26
2.338297997643856,3.0952748682935582,15.64,8.35
2.357821669350368,3.1735120267733867,15.78,7.4
2.3925579348223653,3.1537208642235175,17.97,9.38
2.3900653112965657,3.2574684042036175,16.41,8.37
2.3194114728668707,3.2158710197316047,15.67,7.43
2.386540168661248,3.141595764982171,14.86,7.73
2.3799382572458927,3.1896012221889887,16.34,8.39
2.4742978681159458,3.3218275590868864,14.89,7.25
2.3442890373979597,3.0363419038201966,15.36,7.97
2.449704428166108,3.20540966250443,15.51,8.2
2.432165476188851,3.164607484396261,15.31,8.1
2.5047854643337732,3.304463669788415,16.0,8.48
2.5366236925074697,3.2996259288253675,15.33,7.92
2.5002071787764386,3.294430663652836,16.83,9.13
2.42464635527235,3.225951084945556,15.11,7.49
2.478077586974485,3.423450975695209,15.81,7.71
2.4991492075642845,3.263888246901698,14.58,7.59
2.2992536787699565,3.125400809059341,16.73,7.72
2.408657830304556,3.0369920685326117,15.68,9.17
2.4077035937375193,3.1778667135313907,16.62,8.7
2.5926153794121736,3.2190854957738777,14.87,8.58
2.496769858269847,3.362391188202815,17.01,8.37
2.4677655421486073,3.179135950313829,15.18,8.26
2.496423694592869,3.214684897477521,14.98,7.66
2.623532712283583,3.3498938628683357,14.7,7.42
2.435627306145558,3.1697232086400526,15.15,7.87
2.504566786202148,3.390747378825762,14.79,7.45
2.3324849478582186,3.1037824362482707,15.37,7.92
2.4480297437116336,3.126841141147314,14.95,7.67
2.4763877725694767,3.0994397371423763,14.35,7.87
2.5246943375583224,3.146745781439642,14.63,8.61
2.390739091530741,3.1239894730499755,15.93,8.07
2.4184337819995223,3.1923825959295824,17.3,9.13
2.439615914773782,3.215837155612921,17.43,9.5
2.712260986765758,3.4229499541989656,14.24,8.03
2.33801251002958,2.987616601058446,15.98,8.7
2.41653550309875,3.1361824237119174,16.26,8.15
2.3335340137043157,3.0918481997590375,13.35,7.63
2.3790950293928956,3.170712744155771,17.07,9.15
2.3819752091711073,3.1741139518551,16.55,8.35
2.502698409687,3.271289157612132,12.99,6.96
2.4069255300746217,3.1667496528911614,13.79,6.55
2.3763061297567987,3.1337902978044707,17.97,9.51
2.3635447930636273,3.213525875803417,16.04,8.36
2.5096261624676277,3.4270263219268795,15.77,7.58
2.4732360102455293,3.2930688873559277,17.2,9.29
2.472427837066038,3.3155629507836695,16.88,8.71
2.375611487777561,3.136639158876424,15.31,8.02
2.453364371886033,3.1640418348292543,15.0,7.98
2.4159662090121743,3.262699693274483,17.27,8.43
2.2924356704845748,3.1300716211711546,15.43,7.41
2.423215138757526,3.23845461143496,16.73,8.56
2.4823549527258617,3.283725364718687,14.68,7.68
2.4086984657668875,3.149118260605616,15.02,7.88
2.4044039720939536,3.2628039916339118,14.39,6.96
2.600129498877252,3.4741597525644745,16.99,8.67
2.4749468400717154,3.1945971942537157,15.92,7.99
2.2595435016824807,3.0367954997551787,15.96,8.49
2.5216217402306422,3.334497688794205,17.2,9.01
2.426584911620333,3.2782564861843797,17.18,9.28
2.367175738016314,3.208412383358366,16.81,8.29
2.4616027886756275,3.229531128620865,17.25,8.94
